Module,Gene
Module_6777,NUMA1
Module_6777,ALG1L9P
Module_6777,LAMTOR1
Module_6777,LOC100133315
Module_14014,MARVELD3
Module_14014,AP1G1
Module_14014,PHLPP2
Module_14014,ATXN1L
Module_14014,CHST4
Module_26047,GPR27
Module_26047,PROK2
Module_10937,SIPA1L1
Module_10941,SIPA1L1
Module_34216,CALN1
Module_6780,INPPL1
Module_17175,CYB5A
Module_4474,LRRC20
Module_6804,ARAP1
Module_37567,C9orf135
Module_37567,PTAR1
Module_16081,RAB37
Module_16081,NAT9
Module_16081,SLC9A3R1
Module_16081,TMEM104
Module_16081,FDXR
Module_16097,CDR2L
Module_16097,HID1
Module_16097,SLC16A5
Module_16097,KCTD2
Module_16098,KCTD2
Module_16097,ATP5H
Module_16098,ATP5H
Module_16097,ARMC7
Module_37576,SMC5
Module_37578,SMC5
Module_37576,TRPM3
Module_37578,TRPM3
Module_37597,TRPM3
Module_20323,EMX1
Module_20323,SPR
Module_20329,SPR
Module_20323,SFXN5
Module_20329,SFXN5
Module_20329,RAB11FIP5
Module_20329,SMYD5
Module_20343,SMYD5
Module_20329,CCT7
Module_20342,CCT7
Module_20343,CCT7
Module_20329,PRADC1
Module_20342,PRADC1
Module_20343,PRADC1
Module_6848,PLEKHB1
Module_6853,PLEKHB1
Module_6853,MRPL48
Module_6853,UCP2
Module_6853,RAB6A
Module_6853,PAAF1
Module_6853,COA4
Module_6853,FAM168A
Module_20342,FBXO41
Module_20343,FBXO41
Module_20343,ALMS1
Module_10027,KLF5
Module_12321,HCN4
Module_16121,SAP30BP
Module_16121,RECQL5
Module_10958,PSEN1
Module_10958,PAPLN
Module_10958,LOC101928123
Module_10958,ZFYVE1
Module_10958,RBM25
Module_36329,TERF1
Module_32239,KHDC1
Module_32240,KHDC1
Module_32239,MB21D1
Module_32240,MB21D1
Module_32239,MTO1
Module_32240,MTO1
Module_4559,DDIT4
Module_4559,ASCC1
Module_4559,ANAPC16
Module_4559,DNAJB12
Module_10970,DNAL1
Module_10970,ACOT2
Module_10970,PNMA1
Module_10970,ACOT1
Module_10970,ACOT4
Module_16151,EXOC7
Module_16153,EXOC7
Module_16151,FOXJ1
Module_16153,FOXJ1
Module_16153,RNF157
Module_20351,DGUOK
Module_20351,STAMBP
Module_20351,ACTG2
Module_20351,DUSP11
Module_20351,TPRKB
Module_20351,TET3
Module_20351,DGUOK-AS1
Module_20351,C2orf78
Module_28179,AFP
Module_37599,TMEM2
Module_12344,STRA6
Module_4572,MCU
Module_20366,SLC4A5
Module_20366,WDR54
Module_20366,C2orf81
Module_20366,DCTN1
Module_20366,RTKN
Module_20366,MOGS
Module_20366,INO80B
Module_20366,WBP1
Module_20366,CCDC142
Module_10030,KLF12
Module_17234,MBP
Module_28186,CXCL6
Module_28186,CXCL3
Module_28186,CXCL1
Module_28186,CXCL5
Module_28186,CXCL2
Module_12375,CLK3
Module_12375,ARID3B
Module_12375,UBL7
Module_12375,UBL7-AS1
Module_20383,POLE4
Module_20383,SEMA4F
Module_12390,SCAMP2
Module_12390,ULK3
Module_6890,GDPD5
Module_6895,GDPD5
Module_6895,SERPINH1
Module_6895,MAP6
Module_14049,BCAR1
Module_14049,ZFP1
Module_4580,MYOZ1
Module_4580,AGAP5
Module_4580,USP54
Module_4580,BMS1P4
Module_4580,SEC24C
Module_16233,LOC100507351
Module_14059,CFDP1
Module_14059,TMEM231
Module_14062,TMEM231
Module_14059,TERF2IP
Module_14062,TERF2IP
Module_14059,CHST6
Module_14059,KARS
Module_14062,KARS
Module_14059,ADAT1
Module_14062,ADAT1
Module_14059,TMEM170A
Module_4600,C10orf55
Module_4600,PLAU
Module_29800,IQGAP2
Module_12415,MAN2C1
Module_12415,SIN3A
Module_12415,PTPN9
Module_12421,PTPN9
Module_12415,NEIL1
Module_12415,COMMD4
Module_12415,GOLGA6C
Module_20392,MRPL19
Module_20392,GCFC2
Module_37628,ANXA1
Module_12421,IMP3
Module_12421,SNUPN
Module_12421,SNX33
Module_16239,TNRC6C
Module_32267,COX7A2
Module_32267,TMEM30A
Module_32267,COL12A1
Module_32267,FILIP1
Module_11050,TTLL5
Module_11050,C14orf1
Module_11050,FLVCR2
Module_8700,PHLDA1
Module_8701,PHLDA1
Module_8700,KRR1
Module_8701,KRR1
Module_8701,GLIPR1
Module_10038,LMO7
Module_11055,GPATCH2L
Module_11060,GPATCH2L
Module_11055,IFT43
Module_12450,ETFA
Module_12450,ISL2
Module_26102,ZNF717
Module_17249,ATP9B
Module_4624,VDAC2
Module_4624,COMTD1
Module_37634,RORB
Module_12451,RCN2
Module_12451,SCAPER
Module_12451,TSPAN3
Module_14067,SYCE1L
Module_11093,ZDHHC22
Module_36371,ZFHX4
Module_36372,ZFHX4
Module_11101,POMT2
Module_11101,SAMD15
Module_11101,TMED8
Module_11101,GSTZ1
Module_29832,LHFPL2
Module_29832,SCAMP1
Module_10055,MYCBP2
Module_12461,LINGO1
Module_16341,TBC1D16
Module_16341,CCDC40
Module_11102,SPTLC2
Module_28235,CCNG2
Module_28236,CCNG2
Module_28238,CCNG2
Module_28239,CCNG2
Module_28235,CCNI
Module_28235,SEPT11
Module_6964,GAB2
Module_6964,NARS2
Module_16356,SLC26A11
Module_16356,SGSH
Module_10062,EDNRB
Module_10070,EDNRB
Module_10062,SLAIN1
Module_10070,SLAIN1
Module_29842,ARSB
Module_29842,JMY
Module_16363,ENDOV
Module_16363,RPTOR
Module_16363,NPTX1
Module_29856,THBS4
Module_29856,MTX3
Module_16395,SLC38A10
Module_26122,LOC101927374
Module_28253,ANXA3
Module_16444,ASPSCR1
Module_16444,LRRC45
Module_16452,FASN
Module_16452,DUS1L
Module_16452,DCXR
Module_16452,RFNG
Module_16452,GPS1
Module_37681,GNA14
Module_29873,RASGRF2
Module_32312,TTK
Module_32312,ELOVL4
Module_4654,ZMIZ1
Module_10092,SPRY2
Module_8752,MYF6
Module_8759,ACSS3
Module_8759,LIN7A
Module_14101,GAN
Module_14101,PKD1L2
Module_29899,ATP6AP1L
Module_29899,RPS23
Module_11110,SEL1L
Module_11119,SEL1L
Module_11110,GTF2A1
Module_11110,STON2
Module_11119,STON2
Module_11110,LOC101928504
Module_4707,TSPAN14
Module_4707,FAM213A
Module_4707,MAT1A
Module_4707,DYDC2
Module_4707,PLAC9
Module_29900,XRCC4
Module_29900,TMEM167A
Module_8766,CCDC59
Module_8766,METTL25
Module_29906,VCAN
Module_32325,TPBG
Module_32325,IBTK
Module_34408,SEMA3E
Module_34409,SEMA3E
Module_1747,TTLL7
Module_1747,PRKACB
Module_1747,SAMD13
Module_14170,TLDC1
Module_32340,MRAP2
Module_32344,MRAP2
Module_1761,SSX2IP
Module_1761,CTBS
Module_1761,GNG5
Module_1761,RPF1
Module_12592,LOC642423
Module_12593,LOC642423
Module_12592,NMB
Module_12593,NMB
Module_12592,ZSCAN2
Module_12593,ZSCAN2
Module_12592,UBE2Q2P1
Module_12593,UBE2Q2P1
Module_12592,WDR73
Module_12593,WDR73
Module_12592,SCAND2P
Module_12593,SCAND2P
Module_12593,LOC440300
Module_20440,RETSAT
Module_20440,ELMOD3
Module_20440,TCF7L1
Module_20440,TGOLN2
Module_28289,CDS1
Module_14216,GINS2
Module_14216,GSE1
Module_14216,EMC8
Module_14216,COX4I1
Module_14216,C16orf74
Module_28296,WDFY3
Module_29916,COX7C
Module_7003,ME3
Module_7005,ME3
Module_8778,NTS
Module_7005,PRSS23
Module_8781,MGAT4C
Module_8803,MGAT4C
Module_1792,ODF2L
Module_28309,PTPN13
Module_34439,ADAM22
Module_34439,DBF4
Module_34439,SLC25A40
Module_14297,SLC7A5
Module_7017,RAB38
Module_7017,CTSC
Module_14300,ZC3H18
Module_14306,ZC3H18
Module_20496,LOC654342
Module_20499,LOC654342
Module_20501,LOC654342
Module_20510,LOC654342
Module_20517,LOC654342
Module_20496,THNSL2
Module_20496,FOXI3
Module_20499,FOXI3
Module_20501,FOXI3
Module_14306,MVD
Module_14306,SNAI3-AS1
Module_14306,CYBA
Module_14306,SNAI3
Module_14306,RNF166
Module_14306,CTU2
Module_28334,SPP1
Module_28335,SPP1
Module_28336,SPP1
Module_28337,SPP1
Module_28336,PKD2
Module_20510,ANKRD36BP2
Module_1807,GTF2B
Module_32385,LOC101928936
Module_36452,MMP16
Module_4747,PAPSS2
Module_4751,PAPSS2
Module_12652,MFGE8
Module_12652,ABHD2
Module_4751,ATAD1
Module_4751,PTEN
Module_4751,KLLN
Module_8803,ATP2B1
Module_8803,DUSP6
Module_8803,POC1B
Module_8803,GALNT4
Module_1814,LRRC8B
Module_32409,ANKRD6
Module_34462,CLDN12
Module_34462,CDK14
Module_34476,CDK14
Module_1832,GEMIN8P4
Module_32418,MDN1
Module_32418,CASP8AP2
Module_12685,ZNF710
Module_12685,IDH2
Module_37764,SPIN1
Module_37766,SPIN1
Module_4776,PANK1
Module_4776,SLC16A12
Module_4776,KIF20B
Module_4776,LIPA
Module_4776,IFIT5
Module_12720,HDDC3
Module_12727,HDDC3
Module_12720,FURIN
Module_12727,FURIN
Module_12720,PRC1
Module_12727,PRC1
Module_12720,FES
Module_12727,FES
Module_12720,MAN2A2
Module_12727,MAN2A2
Module_12720,RCCD1
Module_12727,RCCD1
Module_12720,UNC45A
Module_12727,UNC45A
Module_1845,ZNF644
Module_1853,ZNF644
Module_12727,VPS33B
Module_34482,AKAP9
Module_37770,SECISBP2
Module_37773,SECISBP2
Module_37770,CKS2
Module_37773,CKS2
Module_1856,CDC7
Module_37783,GADD45G
Module_34493,PEX1
Module_34493,FAM133B
Module_34493,RBM48
Module_7047,FAT3
Module_4779,HTR7
Module_4779,RPP30
Module_4785,RPP30
Module_4779,ANKRD1
Module_4785,ANKRD1
Module_8821,BTG1
Module_12735,ST8SIA2
Module_36487,RUNX1T1
Module_28389,GRID2
Module_28392,GRID2
Module_12752,FAM174B
Module_29952,FAM172A
Module_4794,PPP1R3C
Module_4806,PPP1R3C
Module_1870,MTF2
Module_1870,TMED5
Module_1870,CCDC18
Module_4806,FGFBP3
Module_4806,BTAF1
Module_4806,TNKS2-AS1
Module_10109,GPC6
Module_8833,MRPL42
Module_8833,NUDT4
Module_8833,CRADD
Module_8833,SOCS2
Module_8833,SOCS2-AS1
Module_4810,MARCH5
Module_1889,BCAR3
Module_1889,DNTTIP2
Module_1891,DNTTIP2
Module_1893,DNTTIP2
Module_1889,GCLM
Module_1893,GCLM
Module_7073,FUT4
Module_7073,AMOTL1
Module_34517,PPP1R9A
Module_34517,SGCE
Module_34517,PEG10
Module_37810,ROR2
Module_37811,ROR2
Module_7090,SESN3
Module_4832,MYOF
Module_4832,CEP55
Module_11239,SERPINA5
Module_11241,GSC
Module_10119,LOC101927248
Module_10119,SOX21
Module_10120,SOX21
Module_4848,LGI1
Module_10123,CLDN10
Module_20517,MRPS5
Module_20517,ZNF514
Module_20517,ZNF2
Module_20517,LINC00342
Module_12777,NR2F2
Module_37892,PTPDC1
Module_37892,MIRLET7DHG
Module_37892,LOC100132077
Module_4857,PDLIM1
Module_4857,SORBS1
Module_11310,VRK1
Module_37902,FBP1
Module_37902,C9orf3
Module_20567,LMAN2L
Module_20567,ANKRD36
Module_20567,ANKRD39
Module_20567,FAHD2B
Module_20567,SEMA4C
Module_20567,CNNM3
Module_20567,CNNM4
Module_20567,ANKRD36B
Module_8886,RMST
Module_29998,CHD1
Module_10160,IPO5
Module_10160,RAP2A
Module_10160,MBNL2
Module_12790,LINC00923
Module_34589,TRIM4
Module_34592,TRIM4
Module_34593,TRIM4
Module_34592,GJC3
Module_34593,GJC3
Module_34593,AZGP1P1
Module_34593,ZKSCAN1
Module_28411,EIF4E
Module_28411,ADH5
Module_28411,METAP1
Module_28411,TSPAN5
Module_37952,LOC100499484
Module_37952,ANKRD18CP
Module_11321,SETD3
Module_11321,CCDC85C
Module_34617,NYAP1
Module_34625,NYAP1
Module_34617,MEPCE
Module_34617,TSC22D4
Module_34625,TSC22D4
Module_34617,PPP1R35
Module_34617,STAG3L5P
Module_34617,PMS2P1
Module_34617,PILRA
Module_4937,LOC101927278
Module_4937,HPS1
Module_4937,PYROXD2
Module_34646,GIGYF1
Module_34647,GIGYF1
Module_34646,POP7
Module_34647,POP7
Module_11350,EML1
Module_11350,EVL
Module_8899,GOLGA2P5
Module_8899,UHRF1BP1L
Module_34651,SLC12A9
Module_34651,EPHB4
Module_34651,SRRT
Module_34651,TRIP6
Module_34651,UFSP1
Module_7103,ARHGAP42
Module_7103,TMEM133
Module_7111,TMEM133
Module_7129,TMEM133
Module_10197,PCCA
Module_10197,ZIC2
Module_10197,ZIC5
Module_34669,AP1S1
Module_34669,VGF
Module_34669,SERPINE1
Module_34669,TRIM56
Module_34669,PLOD3
Module_34688,PLOD3
Module_34686,FIS1
Module_34688,FIS1
Module_34686,LOC101927746
Module_34688,LOC101927746
Module_34686,COL26A1
Module_34688,COL26A1
Module_36592,COX6C
Module_36592,ANKRD46
Module_36592,POLR2K
Module_36592,RNF19A
Module_36592,SPAG1
Module_37995,GALNT12
Module_37995,ANKS6
Module_20615,RNF149
Module_20615,CNOT11
Module_20615,TBC1D8
Module_34706,POLR2J
Module_37999,ALG2
Module_38000,ALG2
Module_38001,ALG2
Module_37999,SEC61B
Module_38000,SEC61B
Module_38001,SEC61B
Module_37999,TGFBR1
Module_36605,YWHAZ
Module_36605,PABPC1
Module_36605,ZNF706
Module_36609,ZNF706
Module_7129,C11orf70
Module_7129,YAP1
Module_7130,YAP1
Module_39753,GPRASP2
Module_39753,LINC00630
Module_4954,CWF19L1
Module_4954,BLOC1S2
Module_4954,SCD
Module_30011,PAM
Module_30016,PAM
Module_30017,PAM
Module_30011,LINC00491
Module_30017,LINC00491
Module_8926,GNPTAB
Module_8926,DRAM1
Module_34724,LRRC17
Module_34724,FAM185A
Module_34724,RASA4
Module_34724,POLR2J2
Module_34724,UPK3BL
Module_4970,LZTS2
Module_4970,MRPL43
Module_4970,SFXN3
Module_11410,RCOR1
Module_11412,RCOR1
Module_11413,RCOR1
Module_11410,ANKRD9
Module_11412,ANKRD9
Module_11413,ANKRD9
Module_11410,TECPR2
Module_4977,DPCD
Module_4977,POLL
Module_36634,UBR5
Module_4990,FGF8
Module_4990,NPM3
Module_36645,AZIN1
Module_11456,TRMT61A
Module_11456,MARK3
Module_11456,KLC1
Module_11456,BAG5
Module_11456,ZFYVE21
Module_11456,XRCC3
Module_11456,APOPT1
Module_11456,CKB
Module_36648,ATP6V1C1
Module_5018,NFKB2
Module_5018,PSD
Module_5018,FBXL15
Module_5018,CUEDC2
Module_5018,ACTR1A
Module_5018,SUFU
Module_5026,ARL3
Module_5029,ARL3
Module_5032,ARL3
Module_5026,TRIM8
Module_5029,TRIM8
Module_5032,TRIM8
Module_5026,SFXN2
Module_5029,SFXN2
Module_5032,SFXN2
Module_11484,KIF26A
Module_11485,KIF26A
Module_34738,KMT2E
Module_34739,KMT2E
Module_34738,SRPK2
Module_34739,SRPK2
Module_34746,SRPK2
Module_34738,KMT2E-AS1
Module_34739,KMT2E-AS1
Module_11491,INF2
Module_11491,SIVA1
Module_11509,SIVA1
Module_11491,TMEM179
Module_11491,ADSSL1
Module_11509,ADSSL1
Module_11491,AKT1
Module_11509,AKT1
Module_11509,CEP170B
Module_5071,SFR1
Module_5080,GSTO1
Module_5081,GSTO1
Module_5080,GSTO2
Module_5081,GSTO2
Module_8971,CKAP4
Module_8971,NUAK1
Module_8971,POLR3B
Module_8971,TCP11L2
Module_20671,C2orf40
Module_32502,QRSL1
Module_32508,QRSL1
Module_32502,RTN4IP1
Module_32508,RTN4IP1
Module_8979,RIC8B
Module_8980,RIC8B
Module_38050,ABCA1
Module_38056,ABCA1
Module_38057,ABCA1
Module_8996,PWP1
Module_8997,PWP1
Module_8996,PRDM4
Module_8997,PRDM4
Module_34790,NRCAM
Module_10229,FAM155A
Module_9010,WSCD2
Module_28482,CYP2U1
Module_28482,SGMS2
Module_32537,FOXO3
Module_26244,DPPA4
Module_26244,DPPA2
Module_36670,EIF3E
Module_36678,TMEM74
Module_9040,MVK
Module_9040,UBE3B
Module_9040,MMAB
Module_36682,NUDCD1
Module_36682,ENY2
Module_30057,WDR36
Module_30057,TSLP
Module_2048,CSF1
Module_2048,STRIP1
Module_2048,AHCYL1
Module_30074,EPB41L4A-AS1
Module_20731,ACOXL
Module_20732,ACOXL
Module_20732,BUB1
Module_20732,MALL
Module_10260,ANKRD10
Module_9095,FAM109A
Module_9095,SH2B3
Module_20737,BCL2L11
Module_5104,MXI1
Module_26264,CD200
Module_26264,C3orf52
Module_9103,BRAP
Module_9103,ACAD10
Module_34813,DOCK4
Module_34813,TMEM168
Module_34813,ZNF277
Module_34813,IFRD1
Module_10278,SOX1
Module_10283,SOX1
Module_10278,LINC00403
Module_10283,LINC00403
Module_26272,BOC
Module_26272,GTPBP8
Module_2117,LRIG2
Module_2117,AKR7A2P1
Module_2117,SLC16A1
Module_9144,SLC8B1
Module_9144,TPCN1
Module_9144,DDX54
Module_9144,IQCD
Module_9144,PLBD2
Module_7245,HTR3A
Module_7245,ZW10
Module_7245,USP28
Module_10324,F10
Module_28531,ANK2
Module_9164,LHX5
Module_9166,LHX5
Module_9167,LHX5
Module_32613,HDAC2
Module_32613,MARCKS
Module_32613,HS3ST5
Module_32625,HS3ST5
Module_38133,KIAA0368
Module_38133,PTGR1
Module_38133,DNAJC25
Module_38133,ZNF483
Module_38133,GNG10
Module_7259,REXO2
Module_9175,RBM19
Module_34829,MDFIC
Module_30106,TRIM36
Module_30106,CCDC112
Module_30114,CCDC112
Module_30106,PGGT1B
Module_30114,PGGT1B
Module_5133,TCF7L2
Module_10363,CDC16
Module_10376,CDC16
Module_10363,GAS6
Module_10363,RASA3
Module_10376,RASA3
Module_32641,DSE
Module_32641,TSPYL4
Module_32641,TSPYL1
Module_32641,FAM26F
Module_32641,RWDD1
Module_38215,ATP6V1G1
Module_2195,TRIM45
Module_2195,TTF2
Module_7290,TMPRSS13
Module_7290,FXYD6
Module_32658,SLC35F1
Module_36709,MED30
Module_30135,DMXL1
Module_30135,DTWD2
Module_9216,VSIG10
Module_9216,PEBP1
Module_9216,WSB2
Module_9216,RFC5
Module_7321,BCL9L
Module_7329,BCL9L
Module_7330,BCL9L
Module_30141,HSD17B4
Module_26329,B4GALT4
Module_26336,B4GALT4
Module_26336,TIMMDC1
Module_26336,POGLUT1
Module_26336,TMEM39A
Module_26336,IGSF11
Module_20811,LOC100506797
Module_36710,EXT1
Module_5194,SLC18A2
Module_5194,PDZD8
Module_7346,RNF26
Module_7346,MCAM
Module_7358,USP2
Module_7358,THY1
Module_9222,HSPB8
Module_28568,SEC24D
Module_28568,CEP170P1
Module_5205,RAB11FIP2
Module_34876,KCND2
Module_2217,ZNF697
Module_2227,SRGAP2D
Module_2227,PHGDH
Module_26364,GTF2E1
Module_26364,RABL3
Module_26364,NDUFB4
Module_9247,RPLP0
Module_9247,PXN-AS1
Module_9247,PXN
Module_9252,PXN
Module_9247,SIRT4
Module_9252,SIRT4
Module_9247,RAB35
Module_20852,TMEM185B
Module_20852,RALB
Module_36735,COL14A1
Module_7387,SC5D
Module_5228,TIAL1
Module_5228,INPP5F
Module_5228,BAG3
Module_5228,RGS10
Module_20862,GLI2
Module_9299,CAMKK2
Module_9304,CAMKK2
Module_9299,P2RX4
Module_9304,P2RX4
Module_34905,FEZF1-AS1
Module_34905,FEZF1
Module_9330,RHOF
Module_9331,RHOF
Module_9330,SETD1B
Module_9331,SETD1B
Module_9330,PSMD9
Module_9331,PSMD9
Module_9330,TMEM120B
Module_9331,TMEM120B
Module_20892,TSN
Module_20892,CLASP1
Module_20892,TFCP2L1
Module_34909,CADPS2
Module_26396,PDIA5
Module_9343,CLIP1
Module_26401,ADCY5
Module_7414,GRAMD1B
Module_5245,FGFR2
Module_5246,FGFR2
Module_26410,MYLK
Module_26411,MYLK
Module_26417,MYLK
Module_26411,CCDC14
Module_26417,CCDC14
Module_38242,PSMD5-AS1
Module_38243,PSMD5-AS1
Module_38242,PSMD5
Module_38243,PSMD5
Module_38242,LOC100288842
Module_38243,LOC100288842
Module_38242,PHF19
Module_38243,PHF19
Module_38243,TRAF1
Module_5250,NSMCE4A
Module_5255,NSMCE4A
Module_5257,NSMCE4A
Module_5250,ATE1
Module_28602,BBS12
Module_28602,FGF2
Module_28602,SPATA5
Module_9367,CDK2AP1
Module_9367,MPHOSPH9
Module_9367,C12orf65
Module_36761,ZHX2
Module_38269,STOM
Module_28615,SPRY1
Module_28619,SPRY1
Module_38282,DAB2IP
Module_7448,ROBO3
Module_7463,PKNOX2
Module_7463,TMEM218
Module_38299,PTGS1
Module_32723,RNF217
Module_32723,TPD52L1
Module_7478,FEZ1
Module_7478,EI24
Module_7478,STT3A
Module_7478,CHEK1
Module_9399,TMEM132B
Module_9399,AACS
Module_9399,UBC
Module_5294,CHST15
Module_38310,MIR600HG
Module_32741,HEY2
Module_32741,NCOA7
Module_30211,LMNB1
Module_38317,CRB2
Module_38318,CRB2
Module_38319,CRB2
Module_38317,STRBP
Module_38318,STRBP
Module_5320,ZRANB1
Module_5330,ZRANB1
Module_5333,ZRANB1
Module_5320,FAM175B
Module_5320,FAM53B
Module_5330,CTBP2
Module_5333,CTBP2
Module_38346,PSMB7
Module_38346,LOC100129034
Module_38362,ARPC5L
Module_38362,GOLGA1
Module_38362,RPL35
Module_20907,BIN1
Module_20922,BIN1
Module_20907,MAP3K2
Module_20922,MAP3K2
Module_20938,MAP3K2
Module_30233,FBN2
Module_34964,RBM28
Module_34964,MGC27345
Module_20922,ERCC3
Module_20922,CYP27C1
Module_38365,HSPA5
Module_38365,GAPVD1
Module_26534,RPN1
Module_34986,CCDC136
Module_34991,CCDC136
Module_34986,FLNC
Module_34991,FLNC
Module_34986,FAM71F1
Module_34991,FAM71F1
Module_34986,CALU
Module_34991,CALU
Module_34986,LINC01000
Module_34991,LINC01000
Module_34986,ATP6V1F
Module_34991,ATP6V1F
Module_20938,SFT2D3
Module_20938,IWS1
Module_20938,WDR33
Module_20938,AMMECR1L
Module_35001,TNPO3
Module_28629,PLK4
Module_36832,PVT1
Module_36833,PVT1
Module_36834,PVT1
Module_36840,PVT1
Module_36832,MYC
Module_36833,TMEM75
Module_36834,TMEM75
Module_36840,TMEM75
Module_36847,TMEM75
Module_28632,LARP1B
Module_28635,LARP1B
Module_20949,HS6ST1
Module_35017,NRF1
Module_28642,C4orf33
Module_28642,SCLT1
Module_7507,NFRKB
Module_7507,PRDM10
Module_7507,APLP2
Module_7514,APLP2
Module_7507,ST14
Module_7514,ST14
Module_35022,ZC3HC1
Module_35022,TMEM209
Module_35022,KLHDC10
Module_32775,ARHGAP18
Module_7521,ZBTB44
Module_7522,ZBTB44
Module_7523,ZBTB44
Module_7521,ADAMTS8
Module_7522,ADAMTS8
Module_7523,ADAMTS8
Module_38433,TOR2A
Module_38433,SH2D3C
Module_38433,CDK9
Module_38433,PTRH1
Module_38433,FPGS
Module_26588,PIK3R4
Module_38466,FAM102A
Module_38466,PIP5KL1
Module_38466,DPM2
Module_38466,ST6GALNAC4
Module_38466,NAIF1
Module_20972,CCDC115
Module_20972,CCDC74B
Module_20972,PTPN18
Module_20972,SMPD4
Module_20972,IMP4
Module_20972,MZT2B
Module_20972,ARHGEF4
Module_20980,ARHGEF4
Module_38490,URM1
Module_38490,CERCAM
Module_38490,ODF2
Module_38496,GLE1
Module_35060,PODXL
Module_9428,STX2
Module_9428,RAN
Module_36859,ASAP1
Module_32804,AKAP7
Module_38512,NUP188
Module_38512,DOLK
Module_38512,PHYHD1
Module_38512,LRRC8A
Module_32811,MED23
Module_30261,RAD50
Module_30261,IRF1
Module_38522,CRAT
Module_38522,DOLPP1
Module_38522,IER5L
Module_9443,MMP17
Module_38538,ASB6
Module_38539,ASB6
Module_38538,NTMT1
Module_38539,NTMT1
Module_38538,PRRX2
Module_38539,PRRX2
Module_36872,EFR3A
Module_36873,EFR3A
Module_38582,ASS1
Module_38586,ASS1
Module_38595,FUBP3
Module_38595,ABL1
Module_38595,EXOSC2
Module_38595,QRFP
Module_30301,CDKN2AIPNL
Module_30305,CDKN2AIPNL
Module_30305,SEC24A
Module_30314,SEC24A
Module_30305,SAR1B
Module_30314,SAR1B
Module_5386,STK32C
Module_5386,LRRC27
Module_5386,DPYSL4
Module_5386,PWWP2B
Module_7562,ACAD8
Module_7562,VPS26B
Module_7562,GLB1L2
Module_7562,THYN1
Module_7562,GLB1L3
Module_7562,NCAPD3
Module_7562,B3GAT1
Module_38628,PRRC2B
Module_38640,PRRC2B
Module_38628,UCK1
Module_38628,POMT1
Module_5403,INPP5A
Module_38646,RAPGEF1
Module_38650,RAPGEF1
Module_38651,RAPGEF1
Module_35084,TMEM140
Module_21021,MGAT5
Module_38665,NTNG2
Module_35096,NUP205
Module_35096,CNOT4
Module_38673,TTF1
Module_38675,BARHL1
Module_38678,BARHL1
Module_38678,DDX31
Module_38678,GTF3C4
Module_30344,SMAD5
Module_30345,SMAD5
Module_32869,MYB
Module_32870,MYB
Module_32870,AHI1
Module_36887,ZFAT
Module_26644,PPP2R3A
Module_26644,PCCB
Module_26644,MSL2
Module_26644,IL20RB
Module_38748,WDR5
Module_38754,RXRA
Module_30353,WNT8A
Module_38763,COL5A1
Module_30366,EGR1
Module_30366,ETF1
Module_30366,REEP2
Module_30366,HSPA9
Module_30366,KDM3B
Module_38769,OLFM1
Module_26671,MRAS
Module_26671,ESYT3
Module_30381,CTNNA1
Module_26676,FOXL2
Module_26680,FOXL2
Module_26676,FAIM
Module_26676,CEP70
Module_26676,RBP1
Module_26680,RBP1
Module_35143,TTC26
Module_35143,UBN2
Module_35143,ZC3HAV1
Module_38786,UBAC1
Module_38795,C9orf69
Module_38795,NACC2
Module_32916,CCDC28A
Module_32916,NHSL1
Module_32916,FLJ46906
Module_30408,UBE2D2
Module_30408,CXXC5
Module_30425,CXXC5
Module_30430,CXXC5
Module_38836,NOTCH1
Module_32938,CITED2
Module_38867,RABL6
Module_38867,PHPT1
Module_38867,EDF1
Module_38867,TRAF2
Module_38873,TRAF2
Module_38867,C9orf172
Module_38867,TMEM141
Module_38873,C9orf142
Module_38873,FBXW5
Module_38873,ABCA2
Module_38873,PTGDS
Module_28674,MGARP
Module_28674,ELF2
Module_28674,NDUFC1
Module_28674,NAA15
Module_35166,MKRN1
Module_35166,RAB19
Module_35166,SLC37A3
Module_30470,PCDHGC4
Module_30473,PCDHGC4
Module_30470,PCDHGC3
Module_30473,PCDHGC3
Module_30473,PCDHGB7
Module_30473,PCDHGB4
Module_30473,PCDHGB6
Module_30473,PCDHGA11
Module_30479,FCHSD1
Module_30479,ARAP3
Module_28692,MAML3
Module_28692,CLGN
Module_28692,SCOC
Module_26725,ZBTB38
Module_26728,ZBTB38
Module_26728,RASA2
Module_26728,TFDP2
Module_30487,RNF14
Module_30487,GNPDA1
Module_30487,PCDH1
Module_30487,KIAA0141
Module_30506,LOC101926941
Module_30507,LOC101926941
Module_30508,LOC101926941
Module_30506,SPRY4
Module_30507,SPRY4
Module_30508,SPRY4
Module_36929,SLC45A4
Module_36934,SLC45A4
Module_36934,PTP4A3
Module_36940,PTP4A3
Module_26752,PLS1
Module_26752,PCOLCE2
Module_30516,NR3C1
Module_32958,HIVEP2
Module_32958,AIG1
Module_36945,TSNARE1
Module_36963,LYNX1
Module_32981,LTV1
Module_32981,PHACTR2
Module_36971,LY6E
Module_36997,PYCRL
Module_36997,EEF1D
Module_36997,TIGD5
Module_36997,TSTA3
Module_36997,ZNF623
Module_21082,ZEB2
Module_37049,PPP1R16A
Module_37056,PPP1R16A
Module_37049,CYHR1
Module_37056,CYHR1
Module_37049,KIFC2
Module_37056,KIFC2
